,was_deleted,time_taken_seconds,backspaces,word_length,delay_after_word_seconds,start_time,end_time,word,versions,prompt_id,prompt,response,char_count,is_short,is_long,chars_per_second,vowel_ratio,word_frequency,has_period,has_comma,is_hyphenated,nr_versions,prev_word_length,prev_time,prev_pause,prev_pause_ratio,word_position,word_relative_position,keyboard_distance,avg_keyboard_distance,sentence_length,edit_distance,distance_backspace_interaction,edit_length_ratio,frequency_length_ratio,position_sentence_interaction,version_edit_interaction
13,0,3.32,0,7,0.26640000000596004,2025-02-01T14:19:11.722Z,2025-02-01T14:19:15.042Z,talking,['talking'],100,Describe the hustle of a downtown lunch spot during the workweek.,"The lunch spot is full of people, some in a hurry, some not, talking and grabbing food.",7,0,0,2.108433734939759,0.2857142857142857,5.29,0,0,0,1,4,1.179,1.499599999994039,0.45168674698615635,14,0.8235294117647058,22.344574285494897,3.7240957142491493,87,0,0.0,0.0,0.66125,71.6470588235294,0
14,0,0.429,0,3,0.40850000000000003,2025-02-01T14:19:15.120Z,2025-02-01T14:19:15.549Z,and,['and'],100,Describe the hustle of a downtown lunch spot during the workweek.,"The lunch spot is full of people, some in a hurry, some not, talking and grabbing food.",3,1,0,6.993006993006993,0.3333333333333333,7.41,0,0,0,1,7,3.32,0.26640000000596004,0.6209790209929138,15,0.8823529411764706,13.010764773832474,6.505382386916237,87,0,0.0,0.0,1.8525,76.76470588235294,0
15,0,2.004,0,8,0.5896999999880791,2025-02-01T14:19:15.613Z,2025-02-01T14:19:17.617Z,grabbing,['grabbing'],100,Describe the hustle of a downtown lunch spot during the workweek.,"The lunch spot is full of people, some in a hurry, some not, talking and grabbing food.",8,0,1,3.992015968063872,0.25,3.77,0,0,0,1,3,0.429,0.40850000000000003,0.20384231536926148,16,0.9411764705882353,19.23330444827409,2.747614921182013,87,0,0.0,0.0,0.41888888888888887,81.88235294117646,0
16,0,2.428,2,5,1.5390000000000001,2025-02-01T14:19:17.785Z,2025-02-01T14:19:20.213Z,food.,"['df', 'food.']",100,Describe the hustle of a downtown lunch spot during the workweek.,"The lunch spot is full of people, some in a hurry, some not, talking and grabbing food.",5,0,0,2.059308072487644,0.4,5.4,1,0,0,2,8,2.004,0.5896999999880791,0.242874794064283,17,1.0,50.6288455329568,6.3286056916196,87,4,101.2576910659136,0.6666666666666666,0.9,87.0,8
17,0,0.745,0,3,0.28669999998807905,2025-02-01T14:19:25.962Z,2025-02-01T14:19:26.707Z,The,['The'],101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",3,1,0,4.026845637583893,0.3333333333333333,7.73,0,0,0,1,5,2.428,1.5390000000000001,2.0657718120805373,1,0.047619047619047616,6.222539674441619,3.1112698372208096,80,0,0.0,0.0,1.9325,3.8095238095238093,0
18,0,1.8050000000000002,0,10,0.19190000000596003,2025-02-01T14:19:26.803Z,2025-02-01T14:19:28.608Z,atmosphere,['atmosphere'],101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",10,0,1,5.540166204986149,0.4,4.46,0,0,0,1,3,0.745,0.28669999998807905,0.1588365650903485,2,0.09523809523809523,44.406305858515175,4.934033984279464,80,0,0.0,0.0,0.40545454545454546,7.619047619047619,0
19,0,0.17,0,2,0.2525,2025-02-01T14:19:28.707Z,2025-02-01T14:19:28.877Z,is,['is'],101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",2,1,0,11.76470588235294,0.5,7.07,0,0,0,1,10,1.8050000000000002,0.19190000000596003,1.1288235294468236,3,0.14285714285714285,8.202438661763951,8.202438661763951,80,0,0.0,0.0,2.356666666666667,11.428571428571427,0
20,0,2.183,0,6,0.604599999994039,2025-02-01T14:19:28.994Z,2025-02-01T14:19:31.177Z,"quite,","['quite,']",101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",6,0,0,2.7485112230874944,0.5,5.29,0,1,0,1,2,0.17,0.2525,0.11566651397159873,4,0.19047619047619047,25.173001410241092,5.034600282048219,80,0,0.0,0.0,0.7557142857142857,15.238095238095237,0
21,0,0.917,0,3,0.26260000002384104,2025-02-01T14:19:31.349Z,2025-02-01T14:19:32.266Z,sun,['sun'],101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",3,1,0,3.271537622682661,0.3333333333333333,4.97,0,0,0,1,6,2.183,0.604599999994039,0.659323882218145,5,0.23809523809523808,7.0710678118654755,3.5355339059327378,80,0,0.0,0.0,1.2425,19.047619047619047,0
22,0,1.034,0,2,0.9003000000119201,2025-02-01T14:19:32.359Z,2025-02-01T14:19:33.393Z,is,['is'],101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",2,1,0,1.9342359767891681,0.5,7.07,0,0,0,1,3,0.917,0.26260000002384104,0.2539651837754749,6,0.2857142857142857,8.202438661763951,8.202438661763951,80,0,0.0,0.0,2.356666666666667,22.857142857142854,0
23,0,1.975,0,7,0.28730000001192,2025-02-01T14:19:33.516Z,2025-02-01T14:19:35.491Z,"rising,","['rising,']",101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",7,0,0,3.5443037974683542,0.2857142857142857,4.52,0,1,0,1,2,1.034,0.9003000000119201,0.45584810127185826,7,0.3333333333333333,31.11269837220809,5.185449728701348,80,0,0.0,0.0,0.565,26.666666666666664,0
24,0,12.505,3,3,0.38689999997615804,2025-02-01T14:19:35.658Z,2025-02-01T14:19:48.163Z,and,['and'],101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",3,1,0,0.23990403838464613,0.3333333333333333,7.41,0,0,0,1,7,1.975,0.28730000001192,0.02297481007692283,8,0.38095238095238093,13.010764773832474,6.505382386916237,80,0,39.03229432149742,0.0,1.8525,30.476190476190474,0
25,0,0.23700000000000002,0,3,0.146599999994039,2025-02-01T14:19:48.239Z,2025-02-01T14:19:48.476Z,the,['the'],101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",3,1,0,12.658227848101266,0.3333333333333333,7.73,0,0,0,1,3,12.505,0.38689999997615804,1.632489451376194,9,0.42857142857142855,6.222539674441619,3.1112698372208096,80,0,0.0,0.0,1.9325,34.285714285714285,0
26,0,0.547,0,5,0.21690000000596002,2025-02-01T14:19:48.551Z,2025-02-01T14:19:49.098Z,birds,['birds'],101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",5,0,0,9.140767824497257,0.2,4.6,0,0,0,1,3,0.23700000000000002,0.146599999994039,0.26800731260336197,10,0.47619047619047616,11.313708498984761,2.8284271247461903,80,0,0.0,0.0,0.7666666666666666,38.095238095238095,0
27,0,2.917,3,7,0.7056999999880791,2025-02-01T14:19:49.170Z,2025-02-01T14:19:52.087Z,singing,"['are', 'singing']",101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",7,0,0,2.399725745629071,0.2857142857142857,4.59,0,0,0,3,5,0.547,0.21690000000596002,0.07435721632017828,11,0.5238095238095238,54.871486220076086,4.572623851673007,80,7,164.61445866022825,0.875,0.57375,41.904761904761905,21
28,0,0.725,1,2,0.159700000017881,2025-02-01T14:19:52.165Z,2025-02-01T14:19:52.890Z,is,"['a', 'is']",101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",2,1,0,2.7586206896551726,0.5,7.07,0,0,0,2,7,2.917,0.7056999999880791,0.973379310328385,12,0.5714285714285714,31.96122650963195,10.653742169877317,80,2,31.96122650963195,0.6666666666666666,2.356666666666667,45.71428571428571,4
29,0,0.243,0,3,0.121099999994039,2025-02-01T14:19:53.001Z,2025-02-01T14:19:53.244Z,the,['the'],101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",3,1,0,12.345679012345679,0.3333333333333333,7.73,0,0,0,1,2,0.725,0.159700000017881,0.6572016461641194,13,0.6190476190476191,6.222539674441619,3.1112698372208096,80,0,0.0,0.0,1.9325,49.523809523809526,0
30,0,0.487,0,4,2.03040000000596,2025-02-01T14:19:53.309Z,2025-02-01T14:19:53.796Z,only,['only'],101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",4,1,0,8.213552361396305,0.25,6.12,0,0,0,1,3,0.243,0.121099999994039,0.24866529772903287,14,0.6666666666666666,11.030865786510141,3.676955262170047,80,0,0.0,0.0,1.224,53.33333333333333,0
31,0,6.259,1,6,1.151799999982118,2025-02-01T14:19:53.869Z,2025-02-01T14:20:00.128Z,sound.,"['sound', 'sound..', 'sound.']",101,Tell about a serene morning on a farm just as the sun rises.,"The atmosphere is quite, sun is rising, and the birds singing is the only sound.",6,0,0,0.9586195877935771,0.3333333333333333,5.15,1,0,0,3,4,0.487,2.03040000000596,0.32439686851029875,15,0.7142857142857143,36.203867196751226,5.171981028107318,80,1,36.203867196751226,0.14285714285714285,0.7357142857142858,57.142857142857146,3
32,0,1.883,0,5,0.812700000017881,2025-02-01T14:20:08.198Z,2025-02-01T14:20:10.081Z,There,['There'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",5,0,0,2.655337227827934,0.4,6.31,0,0,0,1,6,6.259,1.151799999982118,0.6116834837929463,1,0.0625,9.05096679918781,2.2627416997969525,92,0,0.0,0.0,1.0516666666666665,5.75,0
33,0,0.456,0,2,0.5592000000178811,2025-02-01T14:20:10.484Z,2025-02-01T14:20:10.940Z,is,['is'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",2,1,0,4.385964912280701,0.5,7.07,0,0,0,1,5,1.883,0.812700000017881,1.7822368421444759,2,0.125,8.202438661763951,8.202438661763951,92,0,0.0,0.0,2.356666666666667,11.5,0
34,0,0.381,0,1,0.789699999988079,2025-02-01T14:20:11.118Z,2025-02-01T14:20:11.499Z,a,['a'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",1,1,0,2.6246719160104988,1.0,7.36,0,0,0,1,2,0.456,0.5592000000178811,1.4677165354800028,3,0.1875,0.0,0.0,92,0,0.0,0.0,3.68,17.25,0
35,0,1.67,0,8,0.21330000001192,2025-02-01T14:20:11.662Z,2025-02-01T14:20:13.332Z,specific,['specific'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",8,0,1,4.790419161676647,0.375,5.03,0,0,0,1,1,0.381,0.789699999988079,0.4728742514898677,4,0.25,44.689148570989815,6.384164081569973,92,0,0.0,0.0,0.5588888888888889,23.0,0
36,0,0.933,0,5,0.265200000017881,2025-02-01T14:20:13.454Z,2025-02-01T14:20:14.387Z,noise,['noise'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",5,0,0,5.359056806002143,0.6,4.55,0,0,0,1,8,1.67,0.21330000001192,0.22861736335682745,5,0.3125,13.85929291125633,3.4648232278140827,92,0,0.0,0.0,0.7583333333333333,28.75,0
37,0,0.53,0,3,1.78080000001192,2025-02-01T14:20:14.459Z,2025-02-01T14:20:14.989Z,and,['and'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",3,1,0,5.660377358490566,0.3333333333333333,7.41,0,0,0,1,5,0.933,0.265200000017881,0.5003773585243038,6,0.375,13.010764773832474,6.505382386916237,92,0,0.0,0.0,1.8525,34.5,0
38,0,2.316,0,5,0.23659999999403902,2025-02-01T14:20:15.133Z,2025-02-01T14:20:17.449Z,smell,['smell'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",5,0,0,2.1588946459412783,0.2,4.49,0,0,0,1,3,0.53,1.78080000001192,0.7689119171035924,7,0.4375,23.475945135393374,5.8689862838483435,92,0,0.0,0.0,0.7483333333333334,40.25,0
39,0,0.23800000000000002,0,2,0.314,2025-02-01T14:20:17.542Z,2025-02-01T14:20:17.780Z,of,['of'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",2,1,0,8.403361344537814,0.5,7.4,0,0,0,1,5,2.316,0.23659999999403902,0.9941176470337774,8,0.5,6.788225099390856,6.788225099390856,92,0,0.0,0.0,2.466666666666667,46.0,0
40,0,4.404,0,9,1.88140000000596,2025-02-01T14:20:17.846Z,2025-02-01T14:20:22.250Z,"chlorine,","['chlorine,']",102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",9,0,1,2.043596730245232,0.3333333333333333,3.43,0,1,0,1,2,0.23800000000000002,0.314,0.07129881925522252,9,0.5625,35.921024484276614,4.490128060534577,92,0,0.0,0.0,0.343,51.75,0
41,0,2.404,0,5,1.01340000000596,2025-02-01T14:20:22.351Z,2025-02-01T14:20:24.755Z,water,['water'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",5,0,0,2.0798668885191347,0.4,5.52,0,0,0,1,9,4.404,1.88140000000596,0.7826123128144593,10,0.625,10.748023074035524,2.687005768508881,92,0,0.0,0.0,0.9199999999999999,57.5,0
42,0,0.788,0,2,0.296,2025-02-01T14:20:25.021Z,2025-02-01T14:20:25.809Z,is,['is'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",2,1,0,2.5380710659898478,0.5,7.07,0,0,0,1,5,2.404,1.01340000000596,1.2860406091446193,11,0.6875,8.202438661763951,8.202438661763951,92,0,0.0,0.0,2.356666666666667,63.25,0
43,0,1.521,0,9,4.753099999994039,2025-02-01T14:20:25.935Z,2025-02-01T14:20:27.456Z,splashing,['splashing'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",9,0,1,5.9171597633136095,0.2222222222222222,3.09,0,0,0,1,2,0.788,0.296,0.1946088099934254,12,0.75,37.052395334175095,4.631549416771887,92,0,0.0,0.0,0.309,69.0,0
44,0,1.135,0,3,3.8656999999880792,2025-02-01T14:20:31.344Z,2025-02-01T14:20:32.479Z,and,['and'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",3,1,0,2.643171806167401,0.3333333333333333,7.41,0,0,0,1,9,1.521,4.753099999994039,4.187753303959506,13,0.8125,13.010764773832474,6.505382386916237,92,0,0.0,0.0,1.8525,74.75,0
45,0,4.425,0,6,0.26,2025-02-01T14:20:32.651Z,2025-02-01T14:20:37.076Z,people,['people'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",6,0,0,1.3559322033898307,0.5,6.25,0,0,0,1,3,1.135,3.8656999999880792,0.8736045197713174,14,0.875,29.698484809834994,5.939696961966999,92,0,0.0,0.0,0.8928571428571429,80.5,0
46,0,0.335,0,3,0.860700000017881,2025-02-01T14:20:37.246Z,2025-02-01T14:20:37.581Z,are,['are'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",3,1,0,8.955223880597014,0.6666666666666666,6.74,0,0,0,1,6,4.425,0.26,0.7761194029850746,15,0.9375,5.374011537017761,2.6870057685088806,92,0,0.0,0.0,1.685,86.25,0
47,0,1.203,0,9,1.353200000017881,2025-02-01T14:20:38.107Z,2025-02-01T14:20:39.310Z,cheering.,['cheering.'],102,Share the scene at a bustling indoor swimming pool during a competition.,"There is a specific noise and smell of chlorine, water is splashing and people are cheering.",9,0,1,7.481296758104738,0.3333333333333333,3.83,1,0,0,1,3,0.335,0.860700000017881,0.7154613466482801,16,1.0,25.455844122715714,3.1819805153394642,92,0,0.0,0.0,0.383,92.0,0
48,0,0.47500000000000003,0,3,0.245699999988079,2025-02-01T14:20:52.352Z,2025-02-01T14:20:52.827Z,The,['The'],103,Describe a cozy evening in a mountain lodge with a crackling fire.,"The lodge is warm, the sound of fire burning is nice and the wind outside makes the atmoshpere more calmin.",3,1,0,6.31578947368421,0.3333333333333333,7.73,0,0,0,1,9,1.203,1.353200000017881,2.8488421053008017,1,0.047619047619047616,6.222539674441619,3.1112698372208096,107,0,0.0,0.0,1.9325,5.095238095238095,0
49,0,1.254,0,5,0.26240000000596003,2025-02-01T14:20:52.940Z,2025-02-01T14:20:54.194Z,lodge,['lodge'],103,Describe a cozy evening in a mountain lodge with a crackling fire.,"The lodge is warm, the sound of fire burning is nice and the wind outside makes the atmoshpere more calmin.",5,0,0,3.9872408293460926,0.4,4.08,0,0,0,1,3,0.47500000000000003,0.245699999988079,0.19593301434456062,2,0.09523809523809523,14.42497833620557,3.6062445840513924,107,0,0.0,0.0,0.68,10.19047619047619,0
50,0,0.25,0,2,0.28550000000000003,2025-02-01T14:20:54.312Z,2025-02-01T14:20:54.562Z,is,['is'],103,Describe a cozy evening in a mountain lodge with a crackling fire.,"The lodge is warm, the sound of fire burning is nice and the wind outside makes the atmoshpere more calmin.",2,1,0,8.0,0.5,7.07,0,0,0,1,5,1.254,0.26240000000596003,1.0496000000238401,3,0.14285714285714285,8.202438661763951,8.202438661763951,107,0,0.0,0.0,2.356666666666667,15.285714285714285,0
51,0,1.832,0,5,0.9849000000059601,2025-02-01T14:20:54.724Z,2025-02-01T14:20:56.556Z,"warm,","['warm,']",103,Describe a cozy evening in a mountain lodge with a crackling fire.,"The lodge is warm, the sound of fire burning is nice and the wind outside makes the atmoshpere more calmin.",5,0,0,2.7292576419213974,0.2,4.71,0,1,0,1,2,0.25,0.28550000000000003,0.1558406113537118,4,0.19047619047619047,11.879393923934,2.9698484809835,107,0,0.0,0.0,0.785,20.38095238095238,0
52,0,1.011,0,3,0.24070000001788103,2025-02-01T14:20:56.748Z,2025-02-01T14:20:57.759Z,the,['the'],103,Describe a cozy evening in a mountain lodge with a crackling fire.,"The lodge is warm, the sound of fire burning is nice and the wind outside makes the atmoshpere more calmin.",3,1,0,2.967359050445104,0.3333333333333333,7.73,0,0,0,1,5,1.832,0.9849000000059601,0.9741839762670229,5,0.23809523809523808,6.222539674441619,3.1112698372208096,107,0,0.0,0.0,1.9325,25.476190476190474,0
53,0,0.675,0,5,0.38429999998211806,2025-02-01T14:20:57.832Z,2025-02-01T14:20:58.507Z,sound,['sound'],103,Describe a cozy evening in a mountain lodge with a crackling fire.,"The lodge is warm, the sound of fire burning is nice and the wind outside makes the atmoshpere more calmin.",5,0,0,7.4074074074074066,0.4,5.15,0,0,0,1,3,1.011,0.24070000001788103,0.356592592619083,6,0.2857142857142857,17.819090885900994,4.454772721475249,107,0,0.0,0.0,0.8583333333333334,30.57142857142857,0
54,0,0.378,0,2,0.19540000000596003,2025-02-01T14:20:58.603Z,2025-02-01T14:20:58.981Z,of,['of'],103,Describe a cozy evening in a mountain lodge with a crackling fire.,"The lodge is warm, the sound of fire burning is nice and the wind outside makes the atmoshpere more calmin.",2,1,0,5.291005291005291,0.5,7.4,0,0,0,1,5,0.675,0.38429999998211806,1.01666666661936,7,0.3333333333333333,6.788225099390856,6.788225099390856,107,0,0.0,0.0,2.466666666666667,35.666666666666664,0
55,0,0.389,0,4,0.8625,2025-02-01T14:20:59.053Z,2025-02-01T14:20:59.442Z,fire,['fire'],103,Describe a cozy evening in a mountain lodge with a crackling fire.,"The lodge is warm, the sound of fire burning is nice and the wind outside makes the atmoshpere more calmin.",4,1,0,10.282776349614396,0.5,5.3,0,0,0,1,2,0.378,0.19540000000596003,0.5023136246939847,8,0.38095238095238093,12.445079348883237,4.148359782961079,107,0,0.0,0.0,1.06,40.76190476190476,0
56,0,1.6099999999999999,0,7,0.43440000000596,2025-02-01T14:20:59.523Z,2025-02-01T14:21:01.133Z,burning,['burning'],103,Describe a cozy evening in a mountain lodge with a crackling fire.,"The lodge is warm, the sound of fire burning is nice and the wind outside makes the atmoshpere more calmin.",7,0,0,4.347826086956522,0.2857142857142857,4.5,0,0,0,1,4,0.389,0.8625,0.5357142857142858,9,0.42857142857142855,15.556349186104045,2.592724864350674,107,0,0.0,0.0,0.5625,45.857142857142854,0
57,0,1.003,2,2,0.24729999998211802,2025-02-01T14:21:01.249Z,2025-02-01T14:21:02.252Z,is,"['an', 'is']",103,Describe a cozy evening in a mountain lodge with a crackling fire.,"The lodge is warm, the sound of fire burning is nice and the wind outside makes the atmoshpere more calmin.",2,1,0,1.9940179461615157,0.5,7.07,0,0,0,2,7,1.6099999999999999,0.43440000000596,0.4331006979122234,10,0.47619047619047616,31.96122650963195,6.39224530192639,107,2,63.9224530192639,0.6666666666666666,2.356666666666667,50.95238095238095,4
